,1,2,3,4,5,6,7,group
132577_0331,voice,drums,synthesizer,guitar,violin,bass,accordion,8606.0
022322_0184,voice,drums,synthesizer,guitar,violin,bass,cello,8607.0
130975_0175,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
079804_0702,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
064424_0163,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
081067_0096,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
154080_0557,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
119115_0063,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
146343_0017,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
025997_0170,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
112132_0043,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
089617_0048,voice,drums,synthesizer,guitar,violin,bass,cymbals,8608.0
023750_0109,voice,drums,synthesizer,guitar,violin,bass,mallet_percussion,8609.0
147640_0439,voice,drums,synthesizer,guitar,violin,bass,mallet_percussion,8609.0
099325_0087,voice,drums,synthesizer,guitar,violin,bass,mallet_percussion,8609.0
122401_0027,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
109146_0283,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
141871_0012,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
019698_0214,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
076272_0168,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
155200_0567,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
104266_0076,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
088432_0046,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
064536_0124,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
043432_0006,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
145478_0158,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
123778_0197,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
083802_0021,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
142794_0220,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
020232_0018,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
097578_0069,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
091873_0178,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
081277_0439,voice,drums,synthesizer,guitar,violin,bass,piano,8610.0
106778_1724,voice,drums,synthesizer,guitar,violin,bass,trombone,8611.0
051093_0181,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
107906_0276,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
100479_0046,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
070788_0016,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
116445_0023,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
124708_0150,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
104589_0156,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
012369_0086,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
001033_0539,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
146026_0144,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
104953_0100,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
056508_0221,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
075396_0078,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
148313_0149,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
025258_0107,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
130444_0042,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
099308_0077,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
077475_0082,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
066218_0171,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
086527_0055,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
000584_0008,voice,drums,synthesizer,guitar,violin,cymbals,bass,8612.0
052715_0912,voice,drums,synthesizer,guitar,violin,cymbals,harmonica,8613.0
086209_0109,voice,drums,synthesizer,guitar,violin,cymbals,mallet_percussion,8614.0
148549_0213,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
146691_0129,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
121794_0308,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
151039_0191,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
070072_0225,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
056633_0127,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
154273_0054,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
037008_0068,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
106605_0133,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
032916_0088,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
053950_0119,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
111371_0183,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
103977_0261,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
106095_0141,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
061762_0060,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
055107_0224,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
119588_0008,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
025608_0093,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
078851_0150,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
110266_0012,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
039063_0226,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
015531_0072,voice,drums,synthesizer,guitar,violin,cymbals,piano,8615.0
051904_0170,voice,drums,synthesizer,guitar,violin,cymbals,saxophone,8616.0
065737_0039,voice,drums,synthesizer,guitar,violin,cymbals,ukulele,8617.0
069556_0107,voice,drums,synthesizer,guitar,violin,flute,mallet_percussion,8618.0
120611_0377,voice,drums,synthesizer,guitar,violin,flute,piano,8619.0
074034_0059,voice,drums,synthesizer,guitar,violin,flute,piano,8619.0
064652_0186,voice,drums,synthesizer,guitar,violin,flute,piano,8619.0
105290_1219,voice,drums,synthesizer,guitar,violin,mallet_percussion,bass,8620.0
128792_0095,voice,drums,synthesizer,guitar,violin,mallet_percussion,bass,8620.0
147621_0017,voice,drums,synthesizer,guitar,violin,mallet_percussion,bass,8620.0
084851_0190,voice,drums,synthesizer,guitar,violin,mallet_percussion,bass,8620.0
041345_0264,voice,drums,synthesizer,guitar,violin,mallet_percussion,cymbals,8621.0
075372_0094,voice,drums,synthesizer,guitar,violin,mallet_percussion,cymbals,8621.0
146058_0171,voice,drums,synthesizer,guitar,violin,mallet_percussion,organ,8622.0
041090_0187,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
137002_0079,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
146733_0212,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
106296_0081,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
107548_0497,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
028787_0762,voice,drums,synthesizer,guitar,violin,mallet_percussion,piano,8623.0
086935_0104,voice,drums,synthesizer,guitar,violin,organ,bass,8624.0
053320_0353,voice,drums,synthesizer,guitar,violin,organ,piano,8625.0
045075_0360,voice,drums,synthesizer,guitar,violin,organ,piano,8625.0
138576_0025,voice,drums,synthesizer,guitar,violin,organ,piano,8625.0
108679_0242,voice,drums,synthesizer,guitar,violin,organ,piano,8625.0
047020_0470,voice,drums,synthesizer,guitar,violin,organ,piano,8625.0
086080_0078,voice,drums,synthesizer,guitar,violin,piano,bagpipes,8626.0
097842_0084,voice,drums,synthesizer,guitar,violin,piano,banjo,8627.0
105870_0065,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
066540_1979,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
048206_0186,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
091064_0196,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
155242_0226,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
087572_0132,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
111797_0135,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
133722_0245,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
135725_0024,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
032855_0204,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
093620_0131,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
051783_0058,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
105721_0276,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
074851_0052,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
068443_0201,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
089624_0068,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
065762_0187,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
085190_0309,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
136678_0155,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
085273_0255,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
048203_0161,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
097686_0346,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
060069_0214,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
086200_0406,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
050451_0175,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
151644_0492,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
099037_0076,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
097094_0096,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
127174_0103,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
048022_0112,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
152156_0242,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
037448_0170,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
107289_0004,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
138864_0156,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
041241_0044,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
106987_0072,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
109150_0098,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
023092_0105,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
124544_0033,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
106591_0220,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
118947_0283,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
133293_0115,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
138230_0138,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
067230_0138,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
015459_0022,voice,drums,synthesizer,guitar,violin,piano,bass,8628.0
083008_0090,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
118585_1047,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
124780_0038,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
000971_0013,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
063609_0685,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
037712_0290,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
152269_0045,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
104063_0135,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
029964_0033,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
002014_0041,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
079450_0282,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
032464_1429,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
011818_0010,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
032755_0103,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
051478_0936,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
014380_0176,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
077461_0140,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
013747_0094,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
011830_0065,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
118135_0201,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
019753_0156,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
061159_0089,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
052813_0050,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
129257_0292,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
030186_0021,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
148370_0028,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
072500_0280,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
123182_0099,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
022488_0066,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
086087_0188,voice,drums,synthesizer,guitar,violin,piano,cymbals,8629.0
147792_0070,voice,drums,synthesizer,guitar,violin,piano,flute,8630.0
008342_0004,voice,drums,synthesizer,guitar,violin,piano,flute,8630.0
085124_0152,voice,drums,synthesizer,guitar,violin,piano,flute,8630.0
040803_0163,voice,drums,synthesizer,guitar,violin,piano,flute,8630.0
051502_0142,voice,drums,synthesizer,guitar,violin,piano,flute,8630.0
036266_0082,voice,drums,synthesizer,guitar,violin,piano,harmonica,8631.0
089951_0054,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
003256_0099,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
035955_0279,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
100473_0134,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
057983_0004,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
032184_0393,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
106625_0429,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
125293_0041,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
132461_0220,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
009677_0181,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
086983_0134,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
140289_0190,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
128780_0205,voice,drums,synthesizer,guitar,violin,piano,mallet_percussion,8632.0
085379_0141,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
145389_0004,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
024193_0430,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
125036_0120,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
124890_0122,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
068742_0240,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
082625_0546,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
064771_0013,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
143862_0195,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
038484_0101,voice,drums,synthesizer,guitar,violin,piano,organ,8633.0
142188_0117,voice,drums,synthesizer,guitar,violin,piano,trumpet,8634.0
059185_0052,voice,drums,synthesizer,guitar,violin,piano,trumpet,8634.0
144936_0091,voice,drums,synthesizer,guitar,violin,piano,ukulele,8635.0
154000_0286,voice,drums,synthesizer,guitar,violin,trombone,piano,8636.0
020827_0091,voice,drums,synthesizer,guitar,violin,trombone,trumpet,8637.0
096485_0204,voice,drums,synthesizer,guitar,violin,trumpet,trombone,8638.0
023528_0077,voice,drums,synthesizer,guitar,violin,ukulele,piano,8639.0
102114_0190,voice,drums,synthesizer,mallet_percussion,flute,guitar,organ,8640.0
074282_0207,voice,drums,synthesizer,mallet_percussion,flute,guitar,piano,8641.0
062362_0187,voice,drums,synthesizer,mallet_percussion,guitar,bass,piano,8642.0
012261_0417,voice,drums,synthesizer,mallet_percussion,guitar,bass,piano,8642.0
057168_0096,voice,drums,synthesizer,mallet_percussion,guitar,cymbals,piano,8643.0
110604_0362,voice,drums,synthesizer,mallet_percussion,guitar,piano,bass,8644.0
124297_0072,voice,drums,synthesizer,mallet_percussion,guitar,piano,bass,8644.0
031819_0769,voice,drums,synthesizer,mallet_percussion,guitar,piano,cymbals,8645.0
064712_0064,voice,drums,synthesizer,mallet_percussion,guitar,piano,violin,8646.0
125628_0066,voice,drums,synthesizer,mallet_percussion,guitar,piano,violin,8646.0
084261_0211,voice,drums,synthesizer,mallet_percussion,guitar,piano,violin,8646.0
064625_0097,voice,drums,synthesizer,mallet_percussion,guitar,piano,violin,8646.0
021954_0002,voice,drums,synthesizer,mallet_percussion,guitar,violin,bass,8647.0
017496_0103,voice,drums,synthesizer,mallet_percussion,guitar,violin,piano,8648.0
137779_0148,voice,drums,synthesizer,mallet_percussion,guitar,violin,piano,8648.0
019888_0902,voice,drums,synthesizer,mallet_percussion,guitar,violin,piano,8648.0
019429_0376,voice,drums,synthesizer,mallet_percussion,guitar,violin,piano,8648.0
022001_0025,voice,drums,synthesizer,mallet_percussion,organ,guitar,violin,8649.0
070849_0111,voice,drums,synthesizer,mallet_percussion,piano,guitar,organ,8650.0
096629_0161,voice,drums,synthesizer,mallet_percussion,violin,guitar,cymbals,8651.0
092263_0191,voice,drums,synthesizer,organ,guitar,mallet_percussion,piano,8652.0
065871_0343,voice,drums,synthesizer,organ,guitar,piano,bass,8653.0
096388_0166,voice,drums,synthesizer,organ,guitar,piano,violin,8654.0
018434_0086,voice,drums,synthesizer,organ,guitar,piano,violin,8654.0
152857_0719,voice,drums,synthesizer,organ,piano,guitar,flute,8655.0
079643_0308,voice,drums,synthesizer,organ,piano,guitar,violin,8656.0
130300_0096,voice,drums,synthesizer,piano,guitar,bass,cymbals,8657.0
118117_0136,voice,drums,synthesizer,piano,guitar,bass,organ,8658.0
119151_0098,voice,drums,synthesizer,piano,guitar,bass,violin,8659.0
129086_0125,voice,drums,synthesizer,piano,guitar,cello,mallet_percussion,8660.0
107048_0070,voice,drums,synthesizer,piano,guitar,cymbals,bass,8661.0
036404_0036,voice,drums,synthesizer,piano,guitar,cymbals,bass,8661.0
017693_0136,voice,drums,synthesizer,piano,guitar,cymbals,violin,8662.0
116178_0151,voice,drums,synthesizer,piano,guitar,cymbals,violin,8662.0
154316_0297,voice,drums,synthesizer,piano,guitar,cymbals,violin,8662.0
148409_0183,voice,drums,synthesizer,piano,guitar,flute,mallet_percussion,8663.0
012605_0036,voice,drums,synthesizer,piano,guitar,flute,organ,8664.0
047348_0096,voice,drums,synthesizer,piano,guitar,mallet_percussion,cymbals,8665.0
052714_0631,voice,drums,synthesizer,piano,guitar,mallet_percussion,organ,8666.0
013160_0084,voice,drums,synthesizer,piano,guitar,mallet_percussion,violin,8667.0
089868_0042,voice,drums,synthesizer,piano,guitar,organ,bass,8668.0
095288_0273,voice,drums,synthesizer,piano,guitar,organ,bass,8668.0
086937_0154,voice,drums,synthesizer,piano,guitar,organ,bass,8668.0
047592_0055,voice,drums,synthesizer,piano,guitar,organ,mallet_percussion,8669.0
054462_1221,voice,drums,synthesizer,piano,guitar,organ,mallet_percussion,8669.0
138999_2058,voice,drums,synthesizer,piano,guitar,organ,violin,8670.0
061452_0211,voice,drums,synthesizer,piano,guitar,organ,violin,8670.0
147615_0074,voice,drums,synthesizer,piano,guitar,organ,violin,8670.0
147885_0318,voice,drums,synthesizer,piano,guitar,violin,bass,8671.0
075779_0152,voice,drums,synthesizer,piano,guitar,violin,bass,8671.0
064407_0078,voice,drums,synthesizer,piano,guitar,violin,cymbals,8672.0
148545_0122,voice,drums,synthesizer,piano,guitar,violin,cymbals,8672.0
152187_0211,voice,drums,synthesizer,piano,guitar,violin,cymbals,8672.0
048483_0126,voice,drums,synthesizer,piano,guitar,violin,cymbals,8672.0
117122_0129,voice,drums,synthesizer,piano,guitar,violin,cymbals,8672.0
050998_0217,voice,drums,synthesizer,piano,guitar,violin,mallet_percussion,8673.0
091737_0125,voice,drums,synthesizer,piano,guitar,violin,mallet_percussion,8673.0
136337_0028,voice,drums,synthesizer,piano,guitar,violin,organ,8674.0
000852_0156,voice,drums,synthesizer,piano,guitar,violin,organ,8674.0
011994_0225,voice,drums,synthesizer,piano,guitar,violin,organ,8674.0
098253_0307,voice,drums,synthesizer,piano,organ,guitar,mallet_percussion,8675.0
062045_0177,voice,drums,synthesizer,piano,organ,guitar,ukulele,8676.0
040630_0234,voice,drums,synthesizer,piano,violin,guitar,bass,8677.0
147635_0107,voice,drums,synthesizer,piano,violin,guitar,flute,8678.0
013120_0250,voice,drums,synthesizer,piano,violin,guitar,organ,8679.0
066388_0055,voice,drums,synthesizer,piano,violin,guitar,organ,8679.0
141845_0180,voice,drums,synthesizer,piano,violin,guitar,organ,8679.0
058003_0359,voice,drums,synthesizer,saxophone,flute,trumpet,guitar,8680.0
111396_0094,voice,drums,synthesizer,saxophone,guitar,cymbals,piano,8681.0
069631_0098,voice,drums,synthesizer,trombone,guitar,trumpet,bass,8682.0
141180_0165,voice,drums,synthesizer,violin,accordion,guitar,piano,8683.0
149623_0142,voice,drums,synthesizer,violin,bagpipes,flute,guitar,8684.0
130449_0064,voice,drums,synthesizer,violin,cymbals,guitar,piano,8685.0
107309_0139,voice,drums,synthesizer,violin,guitar,accordion,piano,8686.0
142501_2692,voice,drums,synthesizer,violin,guitar,bass,cymbals,8687.0
053296_0974,voice,drums,synthesizer,violin,guitar,bass,piano,8688.0
030604_0212,voice,drums,synthesizer,violin,guitar,bass,piano,8688.0
146334_0280,voice,drums,synthesizer,violin,guitar,bass,piano,8688.0
098969_0182,voice,drums,synthesizer,violin,guitar,bass,piano,8688.0
033826_0491,voice,drums,synthesizer,violin,guitar,cello,bass,8689.0
044295_0068,voice,drums,synthesizer,violin,guitar,cello,mallet_percussion,8690.0
106437_0265,voice,drums,synthesizer,violin,guitar,cymbals,mallet_percussion,8691.0
107316_0141,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
122839_0129,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
150080_0196,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
061477_0133,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
114795_0177,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
068780_0206,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
039833_0185,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
121741_0102,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
101890_0127,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
052615_0079,voice,drums,synthesizer,violin,guitar,cymbals,piano,8692.0
006411_1014,voice,drums,synthesizer,violin,guitar,flute,cymbals,8693.0
130020_0154,voice,drums,synthesizer,violin,guitar,mallet_percussion,cymbals,8694.0
027924_0485,voice,drums,synthesizer,violin,guitar,mallet_percussion,flute,8695.0
046968_0051,voice,drums,synthesizer,violin,guitar,piano,bagpipes,8696.0
097547_0122,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
144253_0112,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
114002_0197,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
091032_0048,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
048204_0155,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
132579_0071,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
050292_0221,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
137435_0130,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
120062_0135,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
039684_0399,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
045980_0164,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
032917_0257,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
051238_0076,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
038788_0162,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
118129_0163,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
063970_0147,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
011792_0007,voice,drums,synthesizer,violin,guitar,piano,bass,8697.0
099006_0107,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
023085_0123,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
064664_0124,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
043038_0012,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
141968_0162,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
035337_2489,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
068914_0127,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
078210_0118,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
043154_0036,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
094314_0087,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
082309_0158,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
060014_0228,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
121934_0241,voice,drums,synthesizer,violin,guitar,piano,cymbals,8698.0
110850_0171,voice,drums,synthesizer,violin,guitar,piano,flute,8699.0
058641_0182,voice,drums,synthesizer,violin,guitar,piano,flute,8699.0
011981_0001,voice,drums,synthesizer,violin,guitar,piano,harmonica,8700.0
114296_0155,voice,drums,synthesizer,violin,guitar,piano,mallet_percussion,8701.0
000735_0157,voice,drums,synthesizer,violin,guitar,piano,mallet_percussion,8701.0
123052_0044,voice,drums,synthesizer,violin,guitar,piano,mallet_percussion,8701.0
011857_0147,voice,drums,synthesizer,violin,guitar,piano,mallet_percussion,8701.0
058591_0047,voice,drums,synthesizer,violin,guitar,piano,organ,8702.0
143913_0079,voice,drums,synthesizer,violin,guitar,piano,saxophone,8703.0
031381_0087,voice,drums,synthesizer,violin,guitar,piano,trumpet,8704.0
085829_0068,voice,drums,synthesizer,violin,guitar,piano,trumpet,8704.0
032633_0056,voice,drums,synthesizer,violin,guitar,trombone,bass,8705.0
068788_0054,voice,drums,synthesizer,violin,guitar,trumpet,cymbals,8706.0
134517_0078,voice,drums,synthesizer,violin,guitar,trumpet,piano,8707.0
134522_0060,voice,drums,synthesizer,violin,mallet_percussion,guitar,piano,8708.0
009458_0065,voice,drums,synthesizer,violin,mallet_percussion,guitar,piano,8708.0
099734_0486,voice,drums,synthesizer,violin,mallet_percussion,piano,guitar,8709.0
016517_0204,voice,drums,synthesizer,violin,organ,cello,mallet_percussion,8710.0
116427_0250,voice,drums,synthesizer,violin,organ,guitar,piano,8711.0
128759_0255,voice,drums,synthesizer,violin,piano,guitar,bass,8712.0
128985_0013,voice,drums,synthesizer,violin,piano,guitar,cymbals,8713.0
151040_0047,voice,drums,synthesizer,violin,piano,guitar,cymbals,8713.0
062631_0167,voice,drums,synthesizer,violin,piano,guitar,cymbals,8713.0
022376_0123,voice,drums,synthesizer,violin,piano,guitar,cymbals,8713.0
083420_0228,voice,drums,synthesizer,violin,piano,guitar,cymbals,8713.0
